emp_id,age,age_group,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,salary_slab,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
RM436,33,26-35,yes,travel_rarely,1277.0,research & development,15,1,medical,1,582,2,male,56.0,3,3,manager,3,married,13610.0,10k-15k,24619.0,7,y,yes,12,3,4,80,0,15,2,4,7,6,7,7
RM437,33,26-35,yes,travel_rarely,587.0,research & development,10,1,medical,1,584,1,male,38.0,1,1,laboratory technician,4,divorced,3408.0,upto 5k,6705.0,7,y,no,13,3,1,80,3,8,2,3,4,3,1,3
RM456,33,26-35,no,travel_rarely,922.0,research & development,1,5,medical,1,612,1,female,95.0,4,4,research director,3,divorced,16184.0,15k+,22578.0,4,y,no,19,3,3,80,1,10,2,3,6,1,0,5
RM500,33,26-35,no,travel_rarely,1216.0,sales,8,4,marketing,1,677,3,male,39.0,3,2,sales executive,3,divorced,7104.0,5k-10k,20431.0,0,y,no,12,3,4,80,0,6,3,3,5,0,1,2
RM510,33,26-35,no,travel_frequently,1296.0,research & development,6,3,life sciences,1,692,3,male,30.0,3,2,healthcare representative,4,divorced,7725.0,5k-10k,5335.0,3,y,no,23,4,3,80,1,15,2,1,13,11,4,7
RM515,33,26-35,yes,travel_frequently,1076.0,research & development,3,3,life sciences,1,702,1,male,70.0,3,1,research scientist,1,single,3348.0,upto 5k,3164.0,1,y,yes,11,3,1,80,0,10,3,3,10,8,9,7
RM563,33,26-35,yes,travel_rarely,527.0,research & development,1,4,other,1,780,4,male,63.0,3,1,research scientist,4,single,2686.0,upto 5k,5207.0,1,y,yes,13,3,3,80,0,10,2,2,10,9,7,8
RM591,33,26-35,no,travel_rarely,213.0,research & development,7,3,medical,1,817,3,male,49.0,3,3,research director,3,married,11691.0,10k-15k,25995.0,0,y,no,11,3,4,80,0,14,3,4,13,9,3,7
RM592,33,26-35,yes,travel_rarely,118.0,sales,16,3,marketing,1,819,1,female,69.0,3,2,sales executive,1,single,5324.0,5k-10k,26507.0,5,y,no,15,3,3,80,0,6,3,3,3,2,0,2
RM620,33,26-35,no,travel_rarely,586.0,sales,1,3,medical,1,855,1,male,48.0,4,2,sales executive,1,divorced,4037.0,upto 5k,21816.0,1,y,no,22,4,1,80,1,9,5,3,9,8,0,8
RM656,33,26-35,no,travel_rarely,1075.0,human resources,3,2,human resources,1,910,4,male,57.0,3,1,human resources,2,divorced,2277.0,upto 5k,22650.0,3,y,yes,11,3,3,80,1,7,4,4,4,3,0,3
RM674,33,26-35,no,travel_rarely,1198.0,research & development,1,4,other,1,939,3,male,100.0,2,1,research scientist,1,single,2799.0,upto 5k,3339.0,3,y,yes,11,3,2,80,0,6,1,3,3,2,0,2
RM695,33,26-35,no,travel_rarely,1069.0,research & development,1,3,life sciences,1,969,2,female,42.0,2,2,healthcare representative,4,single,6949.0,5k-10k,12291.0,0,y,no,14,3,1,80,0,6,3,3,5,0,1,4
RM711,33,26-35,no,non-travel,722.0,sales,17,3,life sciences,1,992,4,male,38.0,3,4,manager,3,single,17444.0,15k+,20489.0,1,y,no,11,3,4,80,0,10,2,3,10,8,6,0
RM713,33,26-35,no,travel_rarely,461.0,research & development,13,1,life sciences,1,995,2,female,53.0,3,1,research scientist,4,single,3452.0,upto 5k,17241.0,3,y,no,18,3,1,80,0,5,4,3,3,2,0,2
RM716,33,26-35,no,travel_frequently,827.0,research & development,1,4,other,1,998,3,female,84.0,4,2,healthcare representative,2,married,5488.0,5k-10k,20161.0,1,y,yes,13,3,1,80,1,6,2,3,6,5,1,2
RM755,33,26-35,no,non-travel,1038.0,sales,8,1,life sciences,1,1044,2,female,88.0,2,1,sales representative,4,single,2342.0,upto 5k,21437.0,0,y,no,19,3,4,80,0,3,2,2,2,2,2,2
RM791,33,26-35,no,travel_rarely,654.0,research & development,5,3,life sciences,1,1099,4,male,34.0,2,3,healthcare representative,4,divorced,7119.0,5k-10k,21214.0,4,y,no,15,3,3,80,1,9,2,3,3,2,1,2
RM793,33,26-35,yes,travel_frequently,827.0,research & development,29,4,medical,1,1101,1,female,54.0,2,2,research scientist,3,single,4508.0,upto 5k,3129.0,1,y,no,22,4,2,80,0,14,4,3,13,7,3,8
RM799,33,26-35,yes,travel_rarely,1017.0,research & development,25,3,medical,1,1108,1,male,55.0,2,1,research scientist,2,single,2313.0,upto 5k,2993.0,4,y,yes,20,4,2,80,0,5,0,3,2,2,2,2
RM803,33,26-35,no,travel_frequently,970.0,sales,7,3,life sciences,1,1114,4,female,30.0,3,2,sales executive,2,married,4302.0,upto 5k,13401.0,0,y,no,17,3,3,80,1,4,3,3,3,2,0,2
RM830,33,26-35,yes,travel_rarely,603.0,sales,9,4,marketing,1,1157,1,female,77.0,3,2,sales executive,1,single,8224.0,5k-10k,18385.0,0,y,yes,17,3,1,80,0,6,3,3,5,2,0,3
RM864,33,26-35,no,travel_rarely,147.0,human resources,2,3,human resources,1,1207,2,male,99.0,3,1,human resources,3,married,3600.0,upto 5k,8429.0,1,y,no,13,3,4,80,1,5,2,3,5,4,1,4
RM873,33,26-35,no,travel_frequently,1146.0,sales,25,3,medical,1,1220,2,female,82.0,3,2,sales executive,3,married,4539.0,upto 5k,4905.0,1,y,no,12,3,1,80,1,10,3,2,10,7,0,1
RM884,33,26-35,no,travel_rarely,117.0,research & development,9,3,medical,1,1238,1,male,60.0,3,1,research scientist,4,married,2781.0,upto 5k,6311.0,0,y,no,13,3,2,80,1,15,5,3,14,10,4,10
RM909,33,26-35,no,travel_rarely,536.0,sales,10,5,marketing,1,1268,4,male,82.0,4,3,sales executive,3,divorced,8380.0,5k-10k,21708.0,0,y,yes,14,3,4,80,2,10,3,3,9,8,0,8
RM991,33,26-35,no,travel_frequently,1111.0,sales,5,1,life sciences,1,1395,2,male,61.0,3,2,sales executive,4,married,9998.0,5k-10k,19293.0,6,y,no,13,3,1,80,0,8,2,4,5,4,1,2
RM1048,33,26-35,no,travel_frequently,430.0,sales,7,3,medical,1,1477,4,male,54.0,3,2,sales executive,1,married,4373.0,upto 5k,17456.0,0,y,no,14,3,1,80,2,5,2,3,4,3,0,3
RM1067,33,26-35,no,travel_rarely,1099.0,research & development,4,4,medical,1,1502,1,female,82.0,2,1,laboratory technician,2,married,3838.0,upto 5k,8192.0,8,y,no,11,3,4,80,0,8,5,3,5,4,0,2
RM1075,33,26-35,no,travel_rarely,516.0,research & development,8,5,life sciences,1,1515,4,male,69.0,3,2,healthcare representative,3,single,6388.0,5k-10k,22049.0,2,y,yes,17,3,1,80,0,14,6,3,0,0,0,0
RM1092,33,26-35,no,travel_rarely,575.0,research & development,25,3,life sciences,1,1545,4,male,44.0,2,2,manufacturing director,2,single,4320.0,upto 5k,24152.0,1,y,no,13,3,4,80,0,5,2,3,5,3,0,2
RM1096,33,26-35,no,travel_rarely,589.0,research & development,28,4,life sciences,1,1549,2,male,79.0,3,2,laboratory technician,3,married,5207.0,5k-10k,22949.0,1,y,yes,12,3,2,80,1,15,3,3,15,14,5,7
RM1106,33,26-35,no,travel_rarely,1242.0,sales,8,4,life sciences,1,1560,1,male,46.0,3,2,sales executive,1,married,6392.0,5k-10k,10589.0,2,y,no,13,3,4,80,1,8,6,1,2,2,2,2
RM1190,33,26-35,no,travel_rarely,392.0,sales,2,4,medical,1,1670,4,male,93.0,3,2,sales executive,4,divorced,5505.0,5k-10k,3921.0,1,y,no,14,3,3,80,2,6,5,3,6,2,0,4
RM1199,33,26-35,no,non-travel,530.0,sales,16,3,life sciences,1,1681,3,female,36.0,3,2,sales executive,4,divorced,5368.0,5k-10k,16130.0,1,y,yes,25,4,3,80,1,7,2,3,6,5,1,2
RM1211,33,26-35,no,travel_rarely,267.0,research & development,21,3,medical,1,1698,2,male,79.0,4,1,laboratory technician,2,married,2028.0,upto 5k,13637.0,1,y,no,18,3,4,80,3,14,6,3,14,11,2,13
RM1254,33,26-35,no,non-travel,1283.0,sales,2,3,marketing,1,1756,4,female,62.0,3,2,sales executive,2,single,5147.0,5k-10k,10697.0,8,y,no,15,3,4,80,0,13,2,2,11,7,1,7
RM1256,33,26-35,yes,travel_rarely,211.0,sales,16,3,life sciences,1,1758,1,female,74.0,3,3,sales executive,1,single,8564.0,5k-10k,10092.0,2,y,yes,20,4,3,80,0,11,2,2,0,0,0,0
RM1266,33,26-35,no,non-travel,775.0,research & development,4,3,technical degree,1,1771,4,male,90.0,3,2,research scientist,2,divorced,3055.0,upto 5k,6194.0,5,y,no,15,3,4,80,2,11,2,2,9,8,1,7
RM1283,33,26-35,no,travel_rarely,867.0,research & development,8,4,life sciences,1,1798,4,male,90.0,4,1,research scientist,1,married,3143.0,upto 5k,6076.0,6,y,no,19,3,2,80,1,14,1,3,10,8,7,6
RM1364,33,26-35,no,travel_rarely,217.0,sales,10,4,marketing,1,1924,2,male,43.0,3,2,sales executive,3,single,5487.0,5k-10k,10410.0,1,y,no,14,3,2,80,0,10,2,2,10,4,0,9
RM1399,33,26-35,no,travel_frequently,1303.0,research & development,7,2,life sciences,1,1970,4,male,36.0,3,2,healthcare representative,3,divorced,5968.0,5k-10k,18079.0,1,y,no,20,4,3,80,3,9,2,3,9,7,2,8
RM1416,33,26-35,no,non-travel,1313.0,research & development,1,2,medical,1,1994,2,male,59.0,2,1,laboratory technician,3,divorced,2008.0,upto 5k,20439.0,1,y,no,12,3,3,80,3,1,2,2,1,1,0,0
RM1426,33,26-35,no,travel_rarely,501.0,research & development,15,2,medical,1,2009,2,female,95.0,3,2,healthcare representative,4,married,4878.0,upto 5k,21653.0,0,y,yes,13,3,1,80,1,10,6,3,9,7,8,1
RM014,34,26-35,no,travelrarely,1346.0,research & development,19,2,medical,1,18,2,male,93.0,3,1,laboratory technician,4,divorced,2661.0,upto 5k,8758.0,0,y,no,11,3,3,80,1,3,2,3,2,2,1,2
RM047,34,26-35,no,non-travel,1065.0,sales,23,4,marketing,1,60,2,male,72.0,3,2,sales executive,3,single,4568.0,upto 5k,10034.0,0,y,no,20,4,3,80,0,10,2,3,9,5,8,7
RM085,34,26-35,no,travel_rarely,1153.0,research & development,1,2,medical,1,110,1,male,94.0,3,2,manufacturing director,2,married,4325.0,upto 5k,17736.0,1,y,no,15,3,3,80,0,5,2,3,5,2,1,3
RM104,34,26-35,no,travel_rarely,665.0,research & development,6,4,other,1,138,1,female,41.0,3,2,research scientist,3,single,4809.0,upto 5k,12482.0,1,y,no,14,3,3,80,0,16,3,3,16,13,2,10
RM112,34,26-35,yes,travel_frequently,658.0,research & development,7,3,life sciences,1,147,1,male,66.0,1,2,laboratory technician,3,single,6074.0,5k-10k,22887.0,1,y,yes,24,4,4,80,0,9,3,3,9,7,0,6
RM115,34,26-35,no,travel_rarely,1031.0,research & development,6,4,life sciences,1,151,3,female,45.0,2,2,research scientist,2,divorced,4505.0,upto 5k,15000.0,6,y,no,15,3,3,80,1,12,3,3,1,0,0,0
RM117,34,26-35,no,travel_rarely,1354.0,research & development,5,3,medical,1,153,3,female,45.0,2,3,manager,1,single,11631.0,10k-15k,5615.0,2,y,no,12,3,4,80,0,14,6,3,11,10,5,8
RM160,34,26-35,no,travel_frequently,303.0,sales,2,4,marketing,1,216,3,female,75.0,3,1,sales representative,3,married,2231.0,upto 5k,11314.0,6,y,no,18,3,4,80,1,6,3,3,4,3,1,2
RM182,34,26-35,no,travel_rarely,629.0,research & development,27,2,medical,1,247,4,female,95.0,3,1,research scientist,2,single,2311.0,upto 5k,5711.0,2,y,no,15,3,4,80,0,9,3,3,3,2,1,2
RM189,34,26-35,no,travel_frequently,1069.0,research & development,2,1,life sciences,1,256,4,male,45.0,2,2,manufacturing director,3,married,9547.0,5k-10k,14074.0,1,y,no,17,3,3,80,0,10,2,2,10,9,1,9
RM203,34,26-35,no,travel_frequently,878.0,research & development,10,4,medical,1,277,4,male,43.0,3,1,research scientist,3,divorced,3815.0,upto 5k,5972.0,1,y,yes,17,3,4,80,1,5,4,4,5,3,2,0
RM248,34,26-35,no,travel_rarely,470.0,research & development,2,4,life sciences,1,339,4,male,84.0,2,2,manufacturing director,1,married,5957.0,5k-10k,23687.0,6,y,no,13,3,2,80,1,13,3,3,11,9,5,9
RM379,34,26-35,yes,non-travel,1362.0,sales,19,3,marketing,1,502,1,male,67.0,4,2,sales executive,4,single,5304.0,5k-10k,4652.0,8,y,yes,13,3,2,80,0,9,3,2,5,2,0,4
RM394,34,26-35,no,non-travel,1381.0,sales,4,4,marketing,1,523,3,female,72.0,3,2,sales executive,3,married,6538.0,5k-10k,12740.0,9,y,no,15,3,1,80,1,6,3,3,3,2,1,2
RM416,34,26-35,yes,travel_frequently,296.0,sales,6,2,marketing,1,555,4,female,33.0,1,1,sales representative,3,divorced,2351.0,upto 5k,12253.0,0,y,no,16,3,4,80,1,3,3,2,2,2,1,0
RM433,34,26-35,no,travel_rarely,1303.0,research & development,2,4,life sciences,1,579,4,male,62.0,2,1,research scientist,3,divorced,2768.0,upto 5k,8416.0,3,y,no,12,3,3,80,1,14,3,3,7,3,5,7
RM441,34,26-35,yes,travel_frequently,988.0,human resources,23,3,human resources,1,590,2,female,43.0,3,3,human resources,1,divorced,9950.0,5k-10k,11533.0,9,y,yes,15,3,3,80,3,11,2,3,3,2,0,2
RM463,34,26-35,no,travel_rarely,258.0,sales,21,4,life sciences,1,621,4,male,74.0,4,2,sales executive,4,single,5337.0,5k-10k,19921.0,1,y,no,12,3,4,80,0,10,3,3,10,7,5,7
RM482,34,26-35,no,travel_rarely,254.0,research & development,1,2,life sciences,1,649,2,male,83.0,2,1,research scientist,4,married,3622.0,upto 5k,22794.0,1,y,yes,13,3,4,80,1,6,3,3,6,5,1,3
RM495,34,26-35,no,travel_rarely,204.0,sales,14,3,technical degree,1,666,3,female,31.0,3,1,sales representative,3,divorced,2579.0,upto 5k,2912.0,1,y,yes,18,3,4,80,2,8,3,3,8,2,0,6
RM504,34,26-35,no,travel_rarely,1397.0,research & development,1,5,life sciences,1,683,2,male,42.0,3,1,research scientist,4,married,2691.0,upto 5k,7660.0,1,y,no,12,3,4,80,1,10,4,2,10,9,8,8
RM525,34,26-35,no,travel_rarely,1442.0,research & development,9,3,medical,1,717,4,female,46.0,2,3,healthcare representative,2,single,8621.0,5k-10k,17654.0,1,y,no,14,3,2,80,0,9,3,4,8,7,7,7
RM550,34,26-35,no,travel_rarely,970.0,research & development,8,2,medical,1,757,2,female,96.0,3,2,healthcare representative,3,single,6142.0,5k-10k,7360.0,3,y,no,11,3,4,80,0,10,2,3,5,1,4,3
RM561,34,26-35,no,travel_rarely,167.0,research & development,8,5,life sciences,1,775,2,female,32.0,3,2,manufacturing director,1,divorced,5121.0,5k-10k,4187.0,3,y,no,14,3,3,80,1,7,3,3,0,0,0,0
RM568,34,26-35,no,travel_rarely,304.0,sales,2,3,other,1,786,4,male,60.0,3,2,sales executive,4,single,6274.0,5k-10k,18686.0,1,y,no,22,4,3,80,0,6,5,3,6,5,1,4
RM575,34,26-35,no,travel_rarely,182.0,research & development,1,4,life sciences,1,797,2,female,72.0,4,1,research scientist,4,single,3280.0,upto 5k,13551.0,2,y,no,16,3,3,80,0,10,2,3,4,2,1,3
RM580,34,26-35,no,travel_rarely,121.0,research & development,2,4,medical,1,804,3,female,86.0,2,1,research scientist,1,single,4381.0,upto 5k,7530.0,1,y,no,11,3,3,80,0,6,3,3,6,5,1,3
RM584,34,26-35,no,travel_rarely,1111.0,sales,8,2,life sciences,1,808,3,female,93.0,3,2,sales executive,1,married,6500.0,5k-10k,13305.0,5,y,no,17,3,2,80,1,6,1,3,3,2,1,2
RM607,34,26-35,no,travel_frequently,702.0,research & development,16,4,life sciences,1,838,3,female,100.0,2,1,research scientist,4,single,2553.0,upto 5k,8306.0,1,y,no,16,3,3,80,0,6,3,3,5,2,1,3
RM614,34,26-35,no,travel_rarely,829.0,human resources,3,2,human resources,1,847,3,male,88.0,3,1,human resources,4,married,3737.0,upto 5k,2243.0,0,y,no,19,3,3,80,1,4,1,1,3,2,0,2
RM672,34,26-35,no,travel_rarely,546.0,research & development,10,3,life sciences,1,934,2,male,83.0,3,1,laboratory technician,2,divorced,2008.0,upto 5k,6896.0,1,y,no,14,3,2,80,2,1,3,3,1,0,1,0
RM758,34,26-35,no,travel_rarely,216.0,sales,1,4,marketing,1,1047,2,male,75.0,4,2,sales executive,4,divorced,9725.0,5k-10k,12278.0,0,y,no,11,3,4,80,1,16,2,2,15,1,0,9
RM764,34,26-35,no,travel_rarely,1333.0,sales,10,4,life sciences,1,1055,3,female,87.0,3,1,sales representative,3,married,2220.0,upto 5k,18410.0,1,y,yes,19,3,4,80,1,1,2,3,1,1,0,0
RM795,34,26-35,no,travel_frequently,618.0,research & development,3,1,life sciences,1,1103,1,male,45.0,3,2,healthcare representative,4,single,7756.0,5k-10k,22266.0,0,y,no,17,3,3,80,0,7,1,2,6,2,0,4
RM804,34,26-35,no,non-travel,697.0,research & development,3,4,life sciences,1,1115,3,male,40.0,2,1,research scientist,4,married,2979.0,upto 5k,22478.0,3,y,no,17,3,4,80,3,6,2,3,0,0,0,0
RM823,34,26-35,no,travel_frequently,1003.0,research & development,2,2,life sciences,1,1140,4,male,95.0,3,2,manufacturing director,3,single,4033.0,upto 5k,15834.0,2,y,no,11,3,4,80,0,5,3,2,3,2,0,2
RM835,34,26-35,no,travel_rarely,1400.0,sales,9,1,life sciences,1,1163,2,female,70.0,3,2,sales executive,3,married,5714.0,5k-10k,5829.0,1,y,no,20,4,1,80,0,6,3,2,6,5,1,3
RM848,34,26-35,no,travel_frequently,669.0,research & development,1,3,medical,1,1184,4,male,97.0,2,2,healthcare representative,1,single,5343.0,5k-10k,25755.0,0,y,no,20,4,3,80,0,14,3,3,13,9,4,9
RM907,34,26-35,no,travel_rarely,1320.0,research & development,20,3,technical degree,1,1265,3,female,89.0,4,1,research scientist,3,married,2585.0,upto 5k,21643.0,0,y,no,17,3,4,80,0,2,5,2,1,0,0,0
RM918,34,26-35,no,travel_rarely,131.0,sales,2,3,marketing,1,1281,3,female,86.0,3,2,sales executive,1,single,4538.0,upto 5k,6039.0,0,y,yes,12,3,4,80,0,4,3,3,3,2,0,2
RM921,34,26-35,no,travel_frequently,135.0,research & development,19,3,medical,1,1285,3,female,46.0,3,2,laboratory technician,2,divorced,4444.0,upto 5k,22534.0,4,y,no,13,3,3,80,2,15,2,4,11,8,5,10
RM924,34,26-35,no,travel_frequently,648.0,human resources,11,3,life sciences,1,1289,3,male,56.0,2,2,human resources,2,married,4490.0,upto 5k,21833.0,4,y,no,11,3,4,80,2,14,5,4,10,9,1,8
RM959,34,26-35,no,travel_rarely,943.0,research & development,9,3,life sciences,1,1344,4,male,86.0,3,3,healthcare representative,4,divorced,8500.0,5k-10k,5494.0,0,y,no,11,3,4,80,1,10,0,2,9,7,1,6
RM965,34,26-35,no,travel_rarely,507.0,sales,15,2,medical,1,1356,3,female,66.0,3,2,sales executive,1,single,6125.0,5k-10k,23553.0,1,y,no,12,3,4,80,0,10,6,4,10,8,9,6
RM978,34,26-35,no,non-travel,999.0,research & development,26,1,technical degree,1,1374,1,female,92.0,2,1,research scientist,3,divorced,2029.0,upto 5k,15891.0,1,y,no,20,4,3,80,3,5,2,3,5,4,0,0
RM980,34,26-35,no,travel_rarely,285.0,research & development,29,3,medical,1,1377,2,male,86.0,3,2,laboratory technician,3,married,5429.0,5k-10k,17491.0,4,y,no,13,3,1,80,2,10,1,3,8,7,7,7
RM984,34,26-35,no,travel_rarely,404.0,research & development,2,4,technical degree,1,1383,3,female,98.0,3,2,healthcare representative,4,single,6687.0,5k-10k,6163.0,1,y,no,11,3,4,80,0,14,2,4,14,11,4,11
RM1016,34,26-35,no,travel_frequently,560.0,research & development,1,4,other,1,1431,4,male,91.0,3,1,research scientist,1,divorced,2996.0,upto 5k,20284.0,5,y,no,14,3,3,80,2,10,2,3,4,3,1,3
RM1028,34,26-35,no,travel_rarely,401.0,research & development,1,3,life sciences,1,1447,4,female,86.0,2,1,laboratory technician,2,married,3294.0,upto 5k,3708.0,5,y,no,17,3,1,80,1,7,2,2,5,4,0,2
RM1040,34,26-35,yes,travel_rarely,1107.0,human resources,9,4,technical degree,1,1467,1,female,52.0,3,1,human resources,3,married,2742.0,upto 5k,3072.0,1,y,no,15,3,4,80,0,2,0,3,2,2,2,2
RM1049,34,26-35,no,travel_rarely,1326.0,sales,3,3,other,1,1478,4,male,81.0,1,2,sales executive,1,single,4759.0,upto 5k,15891.0,3,y,no,18,3,4,80,0,15,2,3,13,9,3,12
RM1056,34,26-35,no,travel_frequently,829.0,research & development,15,3,medical,1,1485,2,male,71.0,3,4,research director,1,divorced,17007.0,15k+,11929.0,7,y,no,14,3,4,80,2,16,3,2,14,8,6,9
RM1059,34,26-35,yes,travel_rarely,790.0,sales,24,4,medical,1,1489,1,female,40.0,2,2,sales executive,2,single,4599.0,upto 5k,7815.0,0,y,yes,23,4,3,80,0,16,2,4,15,9,10,10
RM1085,34,26-35,no,travel_rarely,971.0,sales,1,3,technical degree,1,1535,4,male,64.0,2,3,sales executive,3,married,7083.0,5k-10k,12288.0,1,y,yes,14,3,4,80,0,10,3,3,10,9,8,6
RM1088,34,26-35,no,travel_rarely,1440.0,sales,7,2,technical degree,1,1541,2,male,55.0,3,1,sales representative,3,married,2308.0,upto 5k,4944.0,0,y,yes,25,4,2,80,1,12,4,3,11,10,5,7
RM1116,34,26-35,no,travel_rarely,479.0,research & development,7,4,medical,1,1577,1,male,35.0,3,1,research scientist,4,single,2972.0,upto 5k,22061.0,1,y,no,13,3,3,80,0,1,4,1,1,0,0,0
RM1118,34,26-35,no,travel_rarely,1351.0,research & development,1,4,life sciences,1,1580,2,male,45.0,3,2,research scientist,4,married,5484.0,5k-10k,13008.0,9,y,no,17,3,2,80,1,9,3,2,2,2,2,1
RM1132,34,26-35,no,travel_frequently,653.0,research & development,10,4,technical degree,1,1597,4,male,92.0,2,2,healthcare representative,3,married,5063.0,5k-10k,15332.0,1,y,no,14,3,2,80,1,8,3,2,8,2,7,7
RM1147,34,26-35,no,travel_frequently,426.0,research & development,10,4,life sciences,1,1615,3,male,42.0,4,2,manufacturing director,4,divorced,4724.0,upto 5k,17000.0,1,y,no,13,3,1,80,1,9,3,3,9,7,7,2
RM1180,34,26-35,no,travel_rarely,1130.0,research & development,3,3,life sciences,1,1658,4,female,66.0,3,2,research scientist,2,divorced,5433.0,5k-10k,19332.0,1,y,no,12,3,3,80,1,11,2,3,11,8,7,9
RM1209,34,26-35,no,travel_rarely,1157.0,research & development,5,2,medical,1,1696,2,male,57.0,2,2,laboratory technician,4,married,3986.0,upto 5k,11912.0,1,y,no,14,3,3,80,1,15,3,4,15,10,4,13
RM1213,34,26-35,no,travel_rarely,678.0,research & development,19,3,life sciences,1,1701,2,female,35.0,2,1,research scientist,4,married,2929.0,upto 5k,20338.0,1,y,no,12,3,2,80,0,10,3,3,10,9,8,7
RM1253,34,26-35,no,travel_rarely,181.0,research & development,2,4,medical,1,1755,4,male,97.0,4,1,research scientist,4,married,2932.0,upto 5k,5586.0,0,y,yes,14,3,1,80,3,6,3,3,5,0,1,2
RM1268,34,26-35,no,non-travel,1375.0,sales,10,3,life sciences,1,1774,4,male,87.0,3,2,sales executive,3,divorced,4001.0,upto 5k,12313.0,1,y,yes,14,3,3,80,1,15,3,3,15,14,0,7
RM1271,34,26-35,no,travel_rarely,511.0,sales,3,2,life sciences,1,1779,4,female,32.0,1,2,sales executive,4,single,6029.0,5k-10k,25353.0,5,y,no,12,3,1,80,0,6,3,3,2,2,2,2
RM1291,34,26-35,yes,travel_frequently,234.0,research & development,9,4,life sciences,1,1807,4,male,93.0,3,2,laboratory technician,1,married,5346.0,5k-10k,6208.0,4,y,no,17,3,3,80,1,11,3,2,7,1,0,7
RM1301,34,26-35,no,travel_rarely,810.0,sales,8,2,technical degree,1,1823,2,male,92.0,4,2,sales executive,3,married,6799.0,5k-10k,22128.0,1,y,no,21,4,3,80,2,10,5,3,10,8,4,8
RM1343,34,26-35,no,travel_rarely,1480.0,sales,4,3,life sciences,1,1882,3,male,64.0,3,3,sales executive,4,married,9713.0,5k-10k,24444.0,2,y,yes,13,3,4,80,3,9,3,3,5,3,1,0
RM1354,34,26-35,yes,non-travel,967.0,research & development,16,4,technical degree,1,1905,4,male,85.0,1,1,research scientist,1,married,2307.0,upto 5k,14460.0,1,y,yes,23,4,2,80,1,5,2,3,5,2,3,0
RM1360,34,26-35,no,travel_rarely,735.0,sales,3,1,medical,1,1915,4,female,75.0,2,2,sales executive,4,married,8103.0,5k-10k,16495.0,3,y,yes,12,3,3,80,0,9,3,2,4,2,0,1
RM1369,34,26-35,no,travel_frequently,735.0,research & development,22,4,other,1,1932,3,male,86.0,2,2,research scientist,4,married,5747.0,5k-10k,26496.0,1,y,yes,15,3,2,80,0,16,3,3,15,10,6,11
RM1385,34,26-35,no,travel_rarely,937.0,sales,1,3,marketing,1,1950,1,male,32.0,3,3,sales executive,4,single,9888.0,5k-10k,6770.0,1,y,no,21,4,1,80,0,14,3,2,14,8,2,1
RM1386,34,26-35,no,travel_rarely,1239.0,sales,13,4,medical,1,1951,4,male,39.0,3,3,sales executive,3,divorced,8628.0,5k-10k,22914.0,1,y,no,18,3,3,80,1,9,2,2,8,7,1,1
RM1447,34,26-35,no,travel_rarely,704.0,sales,28,3,marketing,1,2035,4,female,95.0,2,2,sales executive,3,married,6712.0,5k-10k,8978.0,1,y,no,21,4,4,80,2,8,2,3,8,7,1,7
RM1470,34,26-35,no,travelrarely,628.0,research & development,8,3,medical,1,2068,2,male,82.0,4,2,laboratory technician,3,married,4404.0,upto 5k,10228.0,2,y,no,12,3,1,80,0,6,3,4,4,3,1,2
RM011,35,26-35,no,travel_rarely,809.0,research & development,16,3,medical,1,14,1,male,84.0,4,1,laboratory technician,2,married,2426.0,upto 5k,16479.0,0,y,no,13,3,3,80,1,6,5,3,5,4,0,3
RM038,35,26-35,no,travel_rarely,890.0,sales,2,3,marketing,1,49,4,female,97.0,3,1,sales representative,4,married,2014.0,upto 5k,9687.0,1,y,no,13,3,1,80,0,2,3,3,2,2,2,2
